review_key,decision_key,date_key,occurred_at_utc,reviewer_id,review_action,review_lag_minutes,corrected_category,corrected_priority,replacement_action,data_truth_class
f37a2818-1960-5375-8c2b-b82c68d29717,27327a92-a5af-5d11-a08f-aa7f994cd987,20251008,2025-10-08T17:00:00+00:00,reviewer:3,escalate,480.0,,,,synthetic_operational
a2c2d7ed-048f-53a8-addb-3f2f2b1a1cf4,43fc2cd0-f828-5378-a3ea-24e34c895783,20251010,2025-10-10T19:00:00+00:00,reviewer:1,escalate,600.0,,,,synthetic_operational
19965cc9-39bb-5cf3-8ce6-4fc3cb84721b,6090349a-b64a-5842-99bb-952b670114c4,20251011,2025-10-11T20:00:00+00:00,reviewer:2,override,660.0,waste_litter,,,synthetic_operational
c2588464-74dc-5815-b48d-eed7b0d8e77b,37358cab-29e4-555e-9b03-6d62af3d0a85,20251013,2025-10-13T13:00:00+00:00,reviewer:4,accept,240.0,,,,synthetic_operational
b789412c-36c8-547b-85d8-f9b75d1f8e75,c9624e31-67f6-59cf-a82c-31adb9597316,20251014,2025-10-14T14:00:00+00:00,reviewer:1,accept,300.0,,,,synthetic_operational
9e19f592-e930-526f-baff-a62b0e41ae89,6b8f9668-56a1-564c-ad7b-c3343de733ae,20251101,2025-11-01T16:00:00+00:00,reviewer:3,accept,420.0,,,,synthetic_operational
6253214a-5e0f-53cb-8452-da4f2de8602a,2d9f2997-9f5b-5548-b689-5a03fcd1f71f,20251102,2025-11-02T17:00:00+00:00,reviewer:4,accept,480.0,,,,synthetic_operational
c2ab73f6-7422-5050-8a50-3f0c08e94722,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,20251104,2025-11-04T19:00:00+00:00,reviewer:2,override,600.0,waste_litter,,,synthetic_operational
a9aec5aa-558c-5a24-b276-5ab848e1afce,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,20251105,2025-11-05T20:00:00+00:00,reviewer:3,escalate,660.0,,,,synthetic_operational
5173d908-a020-54b1-8d8d-9a8fcb011c15,dc207cbf-c101-5283-86ba-ea03f186305c,20251107,2025-11-07T13:00:00+00:00,reviewer:1,escalate,240.0,,,,synthetic_operational
7a33117f-9d49-5975-93c2-61016aa40d56,c2d918e5-6c80-527a-a675-2572b3308cbf,20251108,2025-11-08T14:00:00+00:00,reviewer:2,accept,300.0,,,,synthetic_operational
ea44bcb7-348a-5fd6-92ba-1b2232a44b88,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,20251110,2025-11-10T16:00:00+00:00,reviewer:4,escalate,420.0,,,,synthetic_operational
c42217a3-6d14-57a6-ac4b-9dd3fea5245e,90265ca7-693c-5758-9093-ea221148d192,20251111,2025-11-11T17:00:00+00:00,reviewer:1,override,480.0,,P2,,synthetic_operational
0cf1bdd0-4c20-52e9-af2d-8c93ad29351a,e524cc85-eb26-56df-b461-282218251e08,20251113,2025-11-13T19:00:00+00:00,reviewer:3,escalate,600.0,,,,synthetic_operational
25e95374-8d88-5d9d-95b9-3b7922a25884,45b776f1-4d72-54e6-9593-d4a230e1a8b0,20251114,2025-11-14T20:00:00+00:00,reviewer:4,escalate,660.0,,,,synthetic_operational
6bf3fa0a-e3b2-556f-9436-0f6c12d62ea5,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,20251201,2025-12-01T13:00:00+00:00,reviewer:2,override,240.0,waste_litter,,,synthetic_operational
3a3925d9-2820-55a4-81c6-b785306f5a9d,56287be5-fe26-5cf5-bbe4-af308353ad8b,20251202,2025-12-02T14:00:00+00:00,reviewer:3,escalate,300.0,,,,synthetic_operational
27d7cf47-fa94-592e-bf1a-4607fffc0e87,2d35be46-cda7-57e3-bf3a-7e7504b21119,20251204,2025-12-04T16:00:00+00:00,reviewer:1,override,420.0,,P2,,synthetic_operational
ce9c808d-749d-5b9e-8268-6be759442b36,d748acb8-201c-57c2-a2f6-80ad7e59a95f,20251205,2025-12-05T17:00:00+00:00,reviewer:2,override,480.0,waste_litter,,,synthetic_operational
daa2429b-4777-5480-bbf9-ce9f9bc53351,439515c3-7372-5d37-81aa-e165eabd5725,20251207,2025-12-07T19:00:00+00:00,reviewer:4,accept,600.0,,,,synthetic_operational
1e81a2a9-056a-5812-921f-cb16f27991ef,95ed47f4-f044-5f4e-8e95-160a7f745a07,20251208,2025-12-08T20:00:00+00:00,reviewer:1,escalate,660.0,,,,synthetic_operational
e9cd7b2d-a82e-599b-be3c-32da8b33d259,63c87b3f-5be4-5597-a9f7-e492bc529d25,20251210,2025-12-10T13:00:00+00:00,reviewer:3,escalate,240.0,,,,synthetic_operational
613e4b94-642e-5c79-bfa3-90ac63b134b9,871958cb-a828-5aaf-93fe-fbbdb2f0a4ab,20251211,2025-12-11T14:00:00+00:00,reviewer:4,escalate,300.0,,,,synthetic_operational
40a0c39e-760c-5d43-a5b9-0bf39d75dd88,4ec24f42-8180-582d-8512-8ca5a7be818e,20251213,2025-12-13T16:00:00+00:00,reviewer:2,accept,420.0,,,,synthetic_operational
0b351904-a92e-538d-97c9-f9ed9b7ef504,8a0c1424-8ecd-5ac8-8203-e79a23eee2fe,20251214,2025-12-14T17:00:00+00:00,reviewer:3,accept,480.0,,,,synthetic_operational
f2aa2a95-a526-51b3-a2e9-e4b04b78044b,f4c5ebf8-3d79-5b1e-8823-6d95ab9bbf5d,20260101,2026-01-01T19:00:00+00:00,reviewer:1,accept,600.0,,,,synthetic_operational
1254116f-887f-525d-95fe-f18739f29eca,259dd7fd-2f69-554b-857f-723226a237ff,20260102,2026-01-02T20:00:00+00:00,reviewer:2,accept,660.0,,,,synthetic_operational
08fc98f6-e78b-5371-a39e-07c32d537ffb,f2a57f51-af2a-5274-8345-0a9d313fb42a,20260104,2026-01-04T13:00:00+00:00,reviewer:4,escalate,240.0,,,,synthetic_operational
f4b26e05-5462-57eb-9b70-ba2189f12cee,67bb6c8b-37b1-5bc5-b423-74b63126dddd,20260105,2026-01-05T14:00:00+00:00,reviewer:1,escalate,300.0,,,,synthetic_operational
fef91f8f-f7e6-590e-9865-43bf6d9d42fd,d4d19eed-b396-5a4c-9121-ee52805d55c3,20260107,2026-01-07T16:00:00+00:00,reviewer:3,escalate,420.0,,,,synthetic_operational
4f18131b-1288-5857-9aa9-0986fd93e638,9a688ff5-963c-51e9-8a96-f252bc9a0dca,20260108,2026-01-08T17:00:00+00:00,reviewer:4,accept,480.0,,,,synthetic_operational
cd12864f-1f44-50e7-850d-9f0054d98d9c,5927b6ce-a954-5798-9d84-1f4e59474a74,20260110,2026-01-10T19:00:00+00:00,reviewer:2,override,600.0,waste_litter,,,synthetic_operational
5d4aa72a-844f-515a-84b0-21c6c0adfbc3,1f078d91-1531-5688-8c87-0c8b25456b88,20260111,2026-01-11T20:00:00+00:00,reviewer:3,accept,660.0,,,,synthetic_operational
5dcb86fd-4dfb-5057-9163-b85b027e7654,0e2804e9-f762-5248-b5b9-4f1ee23f784d,20260113,2026-01-13T13:00:00+00:00,reviewer:1,escalate,240.0,,,,synthetic_operational
1807f4bb-2975-599a-8d5a-8a8a524f8f83,0972f068-4ca6-5af2-b73f-6ea13924e266,20260114,2026-01-14T14:00:00+00:00,reviewer:2,override,300.0,waste_litter,,,synthetic_operational
27a77209-442f-54a1-ad98-1b8eb6cff9fc,01100ae0-c108-5852-b0d0-6041497fb44a,20260201,2026-02-01T16:00:00+00:00,reviewer:4,escalate,420.0,,,,synthetic_operational
b2f87d11-ae04-5ad5-8608-c62692c6e40e,cbcc59c8-7ce8-55f0-849a-d4e894972e40,20260202,2026-02-02T17:00:00+00:00,reviewer:1,escalate,480.0,,,,synthetic_operational
c2d2f2c4-0f05-5b34-83ce-31ba97255457,6aa1b56d-fe59-5a9a-80a1-25a2b67deba7,20260204,2026-02-04T19:00:00+00:00,reviewer:3,accept,600.0,,,,synthetic_operational
433f1ad0-e85b-57ea-abc1-e9f752fda19b,fc9c4ecd-c785-55c7-9bd2-7c786dc8e80c,20260205,2026-02-05T20:00:00+00:00,reviewer:4,escalate,660.0,,,,synthetic_operational
2baaffa4-bcf5-51d9-81ce-ff67c6dd1343,23f0f478-ee4e-5abd-9e69-3163d6bba094,20260207,2026-02-07T13:00:00+00:00,reviewer:2,accept,240.0,,,,synthetic_operational
43d84fee-144a-5c18-b0e5-ef8dbc094654,825a41e4-f00d-529b-8b04-648116ccfdf2,20260208,2026-02-08T14:00:00+00:00,reviewer:3,escalate,300.0,,,,synthetic_operational
a01d2ae7-da0e-5842-bcc7-7367f3b82bde,e16841c6-b8c8-5f62-99c1-305c3fecf549,20260210,2026-02-10T16:00:00+00:00,reviewer:1,escalate,420.0,,,,synthetic_operational
56198f7d-a484-5903-8780-883011472ca8,7218721e-8f27-52da-a58d-8e96983bc785,20260211,2026-02-11T17:00:00+00:00,reviewer:2,override,480.0,waste_litter,,,synthetic_operational
b84f582c-82fb-5155-a789-e17ca692470a,96151653-749b-59ad-b9cd-eee5010277b0,20260213,2026-02-13T19:00:00+00:00,reviewer:4,accept,600.0,,,,synthetic_operational
94030cca-4611-5909-b575-36d8f9eeecb5,e2bf073a-afac-5fc2-92a5-416e0d25e2f3,20260214,2026-02-14T20:00:00+00:00,reviewer:1,override,660.0,,P2,,synthetic_operational
21288492-5826-50e3-b03b-c6659736b540,7b383678-75a3-5000-925b-4bbadacacb59,20260301,2026-03-01T13:00:00+00:00,reviewer:3,accept,240.0,,,,synthetic_operational
c6fb9aa1-6155-5824-a044-1e954b5837c3,ac0211fd-38e5-5782-821d-e5e146ff1da7,20260302,2026-03-02T14:00:00+00:00,reviewer:4,accept,300.0,,,,synthetic_operational
0a847e84-6768-524b-bbf0-13024d99c589,32728420-8ec0-52a6-a5c3-ad282aebab72,20260304,2026-03-04T16:00:00+00:00,reviewer:2,override,420.0,waste_litter,,,synthetic_operational
4ef5aff2-f1b2-50ed-9b5c-24e326dba0d2,171912ae-0ecf-5241-a861-64a88a89949a,20260305,2026-03-05T17:00:00+00:00,reviewer:3,escalate,480.0,,,,synthetic_operational
a76ca8d6-349b-5d4e-820c-a9130eebb770,33fef64c-a81b-5b8f-985e-6e60c4935111,20260307,2026-03-07T19:00:00+00:00,reviewer:1,escalate,600.0,,,,synthetic_operational
31e1f3f3-d38f-513c-8393-2118499a2082,7df26e3f-ed9b-5fbf-8ab7-b14adae1faad,20260308,2026-03-08T20:00:00+00:00,reviewer:2,accept,660.0,,,,synthetic_operational
923e3cdc-9190-5bd8-8f3f-79359f490570,32346432-fdb4-5c1e-bdcc-73850b1432e8,20260310,2026-03-10T13:00:00+00:00,reviewer:4,escalate,240.0,,,,synthetic_operational
5f4435cb-3e59-5007-8b22-bdbf01ab38c0,c1ece9a1-856f-5993-aed3-2e930ef5e67a,20260311,2026-03-11T14:00:00+00:00,reviewer:1,accept,300.0,,,,synthetic_operational
dfbfedef-9cc4-5116-9a62-7d0099206a0e,84aaa5a8-eea7-5872-8606-dd85ab2af93b,20260313,2026-03-13T16:00:00+00:00,reviewer:3,escalate,420.0,,,,synthetic_operational
47c653dc-db2c-5f43-8496-7c14a0ad729f,7437ee99-7ec0-5fe4-bb56-3f895a8f7ed9,20260314,2026-03-14T17:00:00+00:00,reviewer:4,escalate,480.0,,,,synthetic_operational
ad174c7a-59d6-52b4-bf8d-8c2abe586b6d,b8a98639-2cd2-56b1-878b-d7f456467930,20260401,2026-04-01T19:00:00+00:00,reviewer:2,override,600.0,waste_litter,,,synthetic_operational
1fe53429-8c98-50e8-aa2f-4646351c5ea6,7f642dbb-5f41-52a3-a086-267ce6c24a89,20260402,2026-04-02T20:00:00+00:00,reviewer:3,escalate,660.0,,,,synthetic_operational
adaa99e5-49ec-5b46-828a-f593925a8bfb,22625ab3-b712-5cd7-aa6b-11246832d043,20260404,2026-04-04T13:00:00+00:00,reviewer:1,accept,240.0,,,,synthetic_operational
33d82cf8-1485-5762-b07a-f05239fa5e8f,de8770be-d922-5654-b32e-ecd959fcf84e,20260405,2026-04-05T14:00:00+00:00,reviewer:2,override,300.0,waste_litter,,,synthetic_operational
dd09b980-59aa-5cfd-90ab-ac43c0324d24,d628048d-d3a9-5d9f-9ad5-938da5158185,20260407,2026-04-07T16:00:00+00:00,reviewer:4,accept,420.0,,,,synthetic_operational
d73d26d9-88eb-5b9d-8cb3-435eb50d3be9,7d8ee355-68fb-5a14-b27c-471fac10a6e6,20260408,2026-04-08T17:00:00+00:00,reviewer:1,escalate,480.0,,,,synthetic_operational
ac44d073-2034-550d-b15b-f79cb8f93a08,c1620ed8-1278-5e58-a04e-5fe41b83d14b,20260410,2026-04-10T19:00:00+00:00,reviewer:3,escalate,600.0,,,,synthetic_operational
e84749de-c513-58a2-a3eb-27710f02377a,bf6d71ae-dbc3-5d7c-a5b8-48ce37a3a1f2,20260411,2026-04-11T20:00:00+00:00,reviewer:4,escalate,660.0,,,,synthetic_operational
0f6e42fb-4a4a-5cd7-bdbd-001c13b124ca,0bf48426-149d-59df-891f-002f3455ed06,20260413,2026-04-13T13:00:00+00:00,reviewer:2,accept,240.0,,,,synthetic_operational
9477c01f-a6ec-5341-af44-e7e2e95efd31,ff3c448b-05c9-558c-ad90-7e26d148f471,20260414,2026-04-14T14:00:00+00:00,reviewer:3,accept,300.0,,,,synthetic_operational
bdeef764-db71-5081-9d70-4e9e2970d0aa,e6788b62-4325-5904-8b69-1491a8f8d797,20260501,2026-05-01T16:00:00+00:00,reviewer:1,override,420.0,,P2,,synthetic_operational
3cfbb4dc-7373-5f43-ab58-add5cd0519c6,8d0a1a98-b8e9-5694-94cd-14e59cc5135f,20260502,2026-05-02T17:00:00+00:00,reviewer:2,accept,480.0,,,,synthetic_operational
14be06c8-e026-599b-9842-315ceae3f361,762270c2-c709-5a36-af46-84b88e673379,20260504,2026-05-04T19:00:00+00:00,reviewer:4,escalate,600.0,,,,synthetic_operational
faef4135-1d1b-5983-a95e-b83cf48d011f,2434759b-0899-5ec1-a231-d8856cc3e89d,20260505,2026-05-05T20:00:00+00:00,reviewer:1,escalate,660.0,,,,synthetic_operational
b38de15f-4dbf-579a-b394-e8166bc81619,b7b75b15-3876-55e8-8222-88ee2db4f0a9,20260507,2026-05-07T13:00:00+00:00,reviewer:3,escalate,240.0,,,,synthetic_operational
a9efaafb-fc73-5601-9e7c-747a12106572,9bff6ed9-8ee2-53c2-b3e3-e7339b59acf9,20260508,2026-05-08T14:00:00+00:00,reviewer:4,accept,300.0,,,,synthetic_operational
82a34766-ded1-553c-b33a-240aa1cd46f6,82caf8b6-0bd2-5054-aa9e-284a767a6512,20260510,2026-05-10T16:00:00+00:00,reviewer:2,override,420.0,waste_litter,,,synthetic_operational
c98a3a72-6515-572c-9088-10442713ee77,19e4c7f0-7655-58e8-8e96-4a87979fcc86,20260511,2026-05-11T17:00:00+00:00,reviewer:3,accept,480.0,,,,synthetic_operational
3f60a3f0-7a0b-534c-aad0-c0b0721d9fe8,093d327b-8f68-5dba-b886-964797a59781,20260513,2026-05-13T19:00:00+00:00,reviewer:1,escalate,600.0,,,,synthetic_operational
98976dee-9c58-52eb-a633-5bd20ea2f862,2b0258a0-ae31-5145-b52e-e906ee6f268e,20260514,2026-05-14T20:00:00+00:00,reviewer:2,override,660.0,waste_litter,,,synthetic_operational
f8164c09-8196-506f-96bf-fb14d15b29df,1a05ef45-faef-59ae-ac16-5942f5bb46fc,20260601,2026-06-01T13:00:00+00:00,reviewer:4,escalate,240.0,,,,synthetic_operational
c6e5befc-c7bf-5ee0-b102-4de766e3099d,4ab599e1-c12a-5a14-96c9-a602136f8954,20260602,2026-06-02T14:00:00+00:00,reviewer:1,escalate,300.0,,,,synthetic_operational
579ac456-ce51-5284-b0f8-8c0ef6b1fc17,7d82cb4d-e70b-5161-bbdc-7ace4c835871,20260604,2026-06-04T16:00:00+00:00,reviewer:3,accept,420.0,,,,synthetic_operational
643fec22-ecac-5f6f-a48a-0b47437ddca4,1125a903-fe8b-5ac3-b33f-25b89a892ef4,20260605,2026-06-05T17:00:00+00:00,reviewer:4,escalate,480.0,,,,synthetic_operational
f3d5e6d3-4606-5425-88b4-dfe8fc84b63c,4982d206-7170-5c14-be71-d24014d7a5cf,20260607,2026-06-07T19:00:00+00:00,reviewer:2,accept,600.0,,,,synthetic_operational
f31e504c-8e34-528f-a983-8d0df81854d2,c2838c13-5a58-5173-a6a6-a903d07351df,20260608,2026-06-08T20:00:00+00:00,reviewer:3,escalate,660.0,,,,synthetic_operational
3d270dcc-8fd0-5a24-8082-82c0ed643f47,29c548b7-6016-57c3-97f3-b0dd139aeea2,20260610,2026-06-10T13:00:00+00:00,reviewer:1,escalate,240.0,,,,synthetic_operational
76cef2cf-54a9-55fb-88fb-4489211e46ac,5101da34-185f-5fa1-85ac-19c7108c03fa,20260611,2026-06-11T14:00:00+00:00,reviewer:2,override,300.0,waste_litter,,,synthetic_operational
f6ec54f0-4228-50e8-82b5-827ac3cf626f,513b1a6a-5e8b-53e6-b8b6-6eee9c6db13f,20260613,2026-06-13T16:00:00+00:00,reviewer:4,accept,420.0,,,,synthetic_operational
63435b72-0f16-5d87-95c8-4710a4765f57,99d98186-01be-5812-b9ce-fef784cabb88,20260614,2026-06-14T17:00:00+00:00,reviewer:1,accept,480.0,,,,synthetic_operational
682d3eeb-c6e0-504b-b72b-1a2c878e2701,2dcab767-d67a-5e03-8335-158037ce3441,20260701,2026-07-01T19:00:00+00:00,reviewer:3,accept,600.0,,,,synthetic_operational
0e46c762-6c99-54e8-ad1e-19a5a8a2f112,91f8b46f-036a-5dfa-8251-4a6a3020ff84,20260702,2026-07-02T20:00:00+00:00,reviewer:4,accept,660.0,,,,synthetic_operational
7f538631-6a8a-5c86-b69c-a865abb9ba9a,e1e819e9-9251-565a-8f3f-55349c1733bd,20260704,2026-07-04T13:00:00+00:00,reviewer:2,override,240.0,waste_litter,,,synthetic_operational
8edbcef0-1d99-5ea7-ad92-ac615480690f,dd942341-3146-5393-82b2-4321b5b5158b,20260705,2026-07-05T14:00:00+00:00,reviewer:3,escalate,300.0,,,,synthetic_operational
7de05614-84e5-5562-a1a2-608943bfb5ac,90b96ed5-5465-5c50-8ed4-14d55a5bb66c,20260707,2026-07-07T16:00:00+00:00,reviewer:1,escalate,420.0,,,,synthetic_operational
91e47631-882f-5223-83c3-87bd85feb974,d7fa7900-3920-5647-be8c-1b7f10e0c6dc,20260708,2026-07-08T17:00:00+00:00,reviewer:2,accept,480.0,,,,synthetic_operational
782110cf-86df-543a-8e95-57aba594178a,371ddd18-228a-5cac-977a-52e66b7040d8,20260710,2026-07-10T19:00:00+00:00,reviewer:4,escalate,600.0,,,,synthetic_operational
fefb26fe-a61e-51c3-b5c1-58d821aef5ab,91be5e89-2b76-5fed-9202-80ad988319f2,20260711,2026-07-11T20:00:00+00:00,reviewer:1,override,660.0,,P2,,synthetic_operational
01fd3a59-bd0b-5501-b722-43744cace629,92932f25-8e4a-5e17-a2b6-f355e2f79fed,20260713,2026-07-13T13:00:00+00:00,reviewer:3,escalate,240.0,,,,synthetic_operational
3c5f73b7-6e38-5c3b-941b-daffd5c0e108,1fa82f85-694d-5cd0-aa8b-206fae7899ed,20260714,2026-07-14T14:00:00+00:00,reviewer:4,escalate,300.0,,,,synthetic_operational
6c13988d-624d-5310-9458-97c1bf716f28,bbefb742-1025-50f1-9c8f-c9de900d1dd5,20260801,2026-08-01T16:00:00+00:00,reviewer:2,override,420.0,waste_litter,,,synthetic_operational
e88fd849-3346-51c0-b470-603224efe76d,06414344-5ffc-5527-9c64-5efa0e788ff2,20260802,2026-08-02T17:00:00+00:00,reviewer:3,escalate,480.0,,,,synthetic_operational
e60844ab-72d9-5a1f-b970-1bae644bd996,2e0aa43b-30a3-5739-b71f-ebd3625feff2,20260804,2026-08-04T19:00:00+00:00,reviewer:1,override,600.0,,P2,,synthetic_operational
b9784c12-fad9-5d17-a9ac-98c30cbf1c59,160cec43-89d0-532d-b568-974fcca6af62,20260805,2026-08-05T20:00:00+00:00,reviewer:2,override,660.0,waste_litter,,,synthetic_operational
9e1a3c21-1bb1-5af0-8cb4-290f40131dcc,2359af9c-ad79-53ed-97d0-3a62f5ff886b,20260807,2026-08-07T13:00:00+00:00,reviewer:4,accept,240.0,,,,synthetic_operational
091de042-fb91-5000-8033-3a2103b87d10,a54bf38f-800d-5c67-8a72-5e5290afe5d3,20260808,2026-08-08T14:00:00+00:00,reviewer:1,escalate,300.0,,,,synthetic_operational
a34580c7-ba50-58d9-9b44-ab1591fd3372,1f9399f4-ec06-5f75-a3c4-c405214f86ca,20260810,2026-08-10T16:00:00+00:00,reviewer:3,escalate,420.0,,,,synthetic_operational
c7abae56-a43b-5424-9067-aee94631b908,b1e18cf3-8de9-54e0-b10c-dd2de496d8e6,20260811,2026-08-11T17:00:00+00:00,reviewer:4,escalate,480.0,,,,synthetic_operational
668b2017-05a4-5f3c-a6fb-8eff67414d5a,befe922e-dd38-53d7-bc88-c6f8760fa0fc,20260813,2026-08-13T19:00:00+00:00,reviewer:2,accept,600.0,,,,synthetic_operational
8a03730e-332b-56c1-b907-942e77cc5193,3a341834-560f-5719-8f00-93c54e263ad7,20260814,2026-08-14T20:00:00+00:00,reviewer:3,accept,660.0,,,,synthetic_operational
