gate_rule_key,decision_key,rule_id,rule_outcome,rule_effect,rule_message,data_truth_class
f275a0da7072a9243cd23827f189ca88d68c95f155d7a65ead19708887f7c928,22290104-16a8-5891-b802-24e1b6348e1c,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
34e13e0e13ebce0fa24a2735bce5dc21c4e6f3dd6dfacfb5f87b58fdd5dd7c98,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
5316949f13b64c4e252eecabe4fe3ccd76f0a633d676731bd9f7e5f7144f8516,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
bc396cf1622b3abcf06575e8c1eb833fdf3520f4622ef9b292c2369efc6a38aa,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-LOCATION-001,fail,reject,Latitude and longitude are required for a waste/litter draft action.,synthetic_operational
1194d1ab84f1a68938adb019f23000e42439929a22b673ee61fcc4bb25a9b57c,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-ASSET-001,not_applicable,allow,Asset matching cannot be evaluated until coordinates are supplied.,synthetic_operational
49d289ec89f0389076ee406b1883d798c0bed28bc9775a0257921b49609d2508,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
66db280d8f981f9bdd90cbebd99a0f65c70729b02385c35397f381611b62e54e,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
4bf4b4a06105ffbdcf929033f10dcc4e0a9c21e0eca1325609e9d2587e559ac4,ed2ef7d3-7ba6-5136-88ac-d5ce6b52fcc5,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
367a6a24e1b2df0d554211e307b20737cec91c27d501b85e045a7ef7ac8919f8,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-SCOPE-001,fail,escalate,Category 'general_enquiry' is outside policy scope and requires human routing.,synthetic_operational
f9056b22b51a0f289bdb1db34d84fea48e1778c3ad9c30da4dd2ff20878ef83b,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
ef5decf0d3df9ace81252c9c98533fc9fbf061bf88d6c6ab396f7f36d4326191,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'general_enquiry'.,synthetic_operational
bbb43e39a201c0e251bbc228424faffc9738c6d42ee9bd59d4753d7226879962,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'general_enquiry'.,synthetic_operational
dfad9e5c345cec1359926c718fc28e200930aa3929fbdb40ec711b5967824f0e,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-SAFETY-001,pass,allow,Priority P4 does not trigger the emergency escalation rule.,synthetic_operational
43e36225d48e4e672bc33a3084f12022938ea71e36216d16dce8f9525246f7fa,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-CONFIDENCE-001,fail,escalate,Category confidence 0.30 is below the 0.70 threshold.,synthetic_operational
06f1d93fa38568cd370b5d7b645a218337965611b9109433cdf13dc8713edee1,669589fa-2b0d-53b9-a5fc-cbf56fd2fa7c,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
638855e9e5c302b7cdc2bc03be408e697814020c7cebbba1fc8a62ab4107d8e6,7845d69b-fa3f-5aab-94af-76389b96047f,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
6bfb3c6fb7e757604baae896ef73602370e17569f241dc9eba1918d756c023cd,7845d69b-fa3f-5aab-94af-76389b96047f,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
be44f9183cb0590c866aba57e4a052f7f5370816d7fc5721f707eeaefb2fa7a6,7845d69b-fa3f-5aab-94af-76389b96047f,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
0f66e2bb56a6dea7912e36cd99397eb1cd99a51eba61e670903fc6c066282bc0,7845d69b-fa3f-5aab-94af-76389b96047f,POL-ASSET-001,fail,escalate,No public litter-bin asset was found within 500 metres; human verification is required.,synthetic_operational
9124c728347b0f489e6ac5d6dc062013161eb7664583884b98ab3a01c29dde75,7845d69b-fa3f-5aab-94af-76389b96047f,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
ffab6b409996e2b0ba2281b640f8705c60f8e8abb5ac2f43f1d4189d85f75a39,7845d69b-fa3f-5aab-94af-76389b96047f,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
c25f4b6e505289683906b41fd21113a4a09cbfef97f3b312089f9893ba4372b8,7845d69b-fa3f-5aab-94af-76389b96047f,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
3412c54b2363410697faa11f3c07449c3a908fc2180177249159a9a0001e6ed7,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-SCOPE-001,fail,escalate,Category 'roads_footpaths' is outside policy scope and requires human routing.,synthetic_operational
4d750ac1e8669ec49561bce94c3cb9c31e3a39ec37d77f2d0c2ee2d2ff531fc1,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
f7bc2f9d9ff4c298640c4b4c3e057444f3ac24e807bb9ca30705c58e0b72d471,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'roads_footpaths'.,synthetic_operational
f0269bfbe454069bd09ed6f1ca36c2dd2086836a128cf4ccea0cd1952c888d2f,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'roads_footpaths'.,synthetic_operational
33c6510ad571fc5782bb67facb1c909ae792b209a95913e5a35373a8073cbe10,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
96b2c53316d10ba707ad07fdc44859ccac5ce9ac7f728cc7e8be38c0ecce2052,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
c261e5f5df7481a0c7dd1302759c24512bb43bdba3b18c8ee9105b259b2316dd,ab5f7378-6302-546c-a3a9-d5060e44fc74,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
606af0a3ff7330005dcfd2ccab93516c9d5ff444427205c59fb7ed36ae6e2edd,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
6da829cbbc1ebc78b86ac25c0d8c93269d2b3c5fd24cf7d0ef85a25ca1d8724a,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
482d64730052564e557d98c32d5c05ea6d116442d77e804026fbc8d90dc4fb12,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
ceca483d19334e2ec545cb7f6ca704cebdfec41760e00231d21c2acefbbe7ebc,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
4497efe507d9526ec075475c4bf787d7989977fbef6c666d594de27ab6edd9f5,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-SAFETY-001,fail,escalate,Priority P1 must be escalated to a human.,synthetic_operational
bb54f02a1fabc670fd9fe618e7d5ff17e29b210bc9bbd1acf4b8df17c10c9e1a,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
536bc8210b5c66e2d1e0c9772b8e0943c5d7d27abc605ff548c728072152ab45,b725ecf8-4133-59fb-8fe4-ed112306de44,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
5a513b1a96541869564461a2b6cdebb56dda0ffe2105fd01bdb15d14386dbd6a,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
e47ba0b0ef2ff1148b2d5c778e58801400e00340e39e1caead51992d41714779,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
5a6db1356792640b0bea4c024a407861a3911cfad96d363c288ecbda96d80144,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
8a15f460f85c1ac75fd3ecd67bc8f741a938efdcd257f2f8dd9c825b23800e89,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
25c3c47c36465794997fec20090e0983c15cae5797d801b3d3fc3a9faa97219c,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
0fcd46592495000ec2fbcbe9227985848a49c2a6258bc34e64e6d1956cc77f25,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
181d7f0891eca4292cc6f374023af1ca07b27196db52caaf10ad39bdcec1684b,9118eec9-0a3e-5b1a-8344-cbed808e495d,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
33f76ac4767c4fc5d7043172c7602b555a1c37af20ade1d12ec7d7c9a9c437f9,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
599039b2a0c65d1779d925c13cd6ba3074ffe0d119c9385e4e1860a569161e5e,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
5bf6bb75e2a94b86acf0c25d3d21efee53e4a95cd12cdb779b9d5d7e372fb3a3,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
0f2a135c03142582547dd641a0e4d8b535501df9ed8706f4e2df530b4f944bd7,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
ff326fdfdef852c38241f975a5aa850e6e73e3ea2930645240a9d66d7f458eec,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
134f134fdb89032afcf20688793e197b124d623488247f907141d47955752462,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
26791f15a93bd7ac482dbcc7d52292b546128d4e5f73c4c2c45ad4b5aef1ed6b,952efd80-4e77-5be2-ad5f-0d63eb569b3f,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
be6bd173536a0b40b1952ab82816b6c3e7a2417021289863ae1c7bfcc53416a0,56050437-5edc-5150-8589-8a19b47c5091,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
82e36d3da147272d62ce58d30bd42d57bd926bd676df2b46005869421c02fe75,56050437-5edc-5150-8589-8a19b47c5091,POL-ACTION-001,fail,reject,Action 'close_live_case' is not permitted by this policy version.,synthetic_operational
2d881e34580f179462e3277a3fa2060a41b1bacf8179471b842bede48e22a689,56050437-5edc-5150-8589-8a19b47c5091,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
3c7effff22a93a4ccf22bf526e169e749825c7edb1de0a0b0adf011e9c1acd30,56050437-5edc-5150-8589-8a19b47c5091,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
4d8d839542caafc9bc93a41bb9e6325b98502ed545b9e9726b76aeadd30d081c,56050437-5edc-5150-8589-8a19b47c5091,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
1aa2e1abf90b24efaf339c7fe6fd49e0c80a10bf8e7f0ccbfa3af90c708e7f45,56050437-5edc-5150-8589-8a19b47c5091,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
e10be0206124466351dcb0f62f999a9b752f0b05c5b5dedd0fb57f56e001abc1,56050437-5edc-5150-8589-8a19b47c5091,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
9b8f3f14821cbadd92b81bf2ee439e8ca6418754bcf75da2d05cf4a1d354148c,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
79453bb5032ec17a9765200fe66d2dabbee1f2b69324e7bc0e10a3af276e0829,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
e482f95910cd551e3ec2297148c67369633d273839ae00e08cf7f58ce2dfb7e4,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
512c382c6a038946a87d271186e85592e9580b45b11e8c85a56e013ee00321b8,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
f1d8e4cf6b865648bcffc9fb297127e7cb1e90df8c59126e9dee1059d888dcee,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
bea8694ea426943195e756b4caa72ec6b31cd63db9421b9e5a61f321b60fb7bc,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
43f8aa8108a165bb78451ac9724180da5efd6d7ee6379628d43829a8c5301e65,c2511f82-cd9b-54d3-b0e3-6e4cae3a4d53,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
e6f97cecb3c3ae861ccbe43cfa6425d9fce8dda102af827c1f505014cda68e6b,c206e121-4dfc-5432-906b-1f682b04085a,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
a16310d6818c3369a69794f4b4aa855d0cd8bc0567dea621d6ed60fc8df283c4,c206e121-4dfc-5432-906b-1f682b04085a,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
aa7b0c43bd583f2d93a2174c0f098464a64f2e1574da1fc2afc21dd2be1ec240,c206e121-4dfc-5432-906b-1f682b04085a,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
661358b44ad508b2610ec8bc1d897ee6fbfe1d5b956b657125c3142e81f004b0,c206e121-4dfc-5432-906b-1f682b04085a,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
eda640c0a90ad7ae265f4e37c84d6e4f22e572491d73b3cfd31772d5705b7897,c206e121-4dfc-5432-906b-1f682b04085a,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
f620cee0c5f75996c1549af5abb9ee531129deb0357b953bb9afd4b1fec67c39,c206e121-4dfc-5432-906b-1f682b04085a,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
f3cea045f896349cf702014e2bd96fba2ea12f8cd9b432233927f1baae566ece,c206e121-4dfc-5432-906b-1f682b04085a,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
3324ff3baec7131e09a5d4e39d6fd0fc7ef93ab90b4475fe27d9f8e2ab4939e0,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
ec38114cbd1c58e6fcac41ce42a71e80b7f63f7598220d46ccef1434489c1546,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
c511eaefb915b79c8d9044f7e9c5a812ff3857f827a28d5b98718df40f9a13ac,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-LOCATION-001,fail,reject,Latitude and longitude are required for a waste/litter draft action.,synthetic_operational
ac86e84cad13df96b5e61d6195c9d227ac55822ee0d0f017640e306aea181ea3,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-ASSET-001,not_applicable,allow,Asset matching cannot be evaluated until coordinates are supplied.,synthetic_operational
4211b6121389854fe5aad1fab1af7326e97b67cdf6845d628c5de4d8678c10cd,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
ff926dbaac0a7a0a1f07871b95fce849c702795cc4f939c86402bb84c638e397,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
7afc2d2ce5562ce0e74753c7df80f48fbf89990a17fa002987934bbd808539b5,07d15838-d70e-5ca3-b6ac-534d72716a47,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
37038faa4979611004ed12913ba3fc215a80ab59e37d104708616524c17e336a,264520b4-bbd3-5032-9594-e56cc132eacf,POL-SCOPE-001,fail,escalate,Category 'general_enquiry' is outside policy scope and requires human routing.,synthetic_operational
6900c90d33e075c1df354074a93e5006bd1fe2400e1e6930990ce07c0a75b591,264520b4-bbd3-5032-9594-e56cc132eacf,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
272972789a12c5e8771d1e37bab701cab3bdcb46567c38e43db5ce132120e384,264520b4-bbd3-5032-9594-e56cc132eacf,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'general_enquiry'.,synthetic_operational
35d8f9d92d56a992d7a095fc0996466ab024b15b492005553dc54df0411a1a27,264520b4-bbd3-5032-9594-e56cc132eacf,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'general_enquiry'.,synthetic_operational
64562439411320678a9c72f1b996e34c63ce5db4047c0311410b9ff544e153c7,264520b4-bbd3-5032-9594-e56cc132eacf,POL-SAFETY-001,pass,allow,Priority P4 does not trigger the emergency escalation rule.,synthetic_operational
5d6ead64e1a19f5548d5f6a86cbf2bf7235ebe181d470690ebbe78e98b585489,264520b4-bbd3-5032-9594-e56cc132eacf,POL-CONFIDENCE-001,fail,escalate,Category confidence 0.30 is below the 0.70 threshold.,synthetic_operational
dfa9da1958593c69778969183f7430e470d2f02619e7ccdd6c96f568dcd022e8,264520b4-bbd3-5032-9594-e56cc132eacf,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
e01fa6b47d92c197922697a2dfdb601e04a9ce66023121963466d1d4f5cc1632,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
d0875abb9d1ad4e2c81f123c995ab95633f784edb41ecf7102e6892f39ec4d90,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
8a9d9eb00b9c66a3f11e317b9a0607d1d0f10b3a52c351464ac0f1f99b050a1f,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
93615712cc82cd1f693346f250fd81c0cb10da5707a8f3e0ef95213cc539ba74,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-ASSET-001,fail,escalate,No public litter-bin asset was found within 500 metres; human verification is required.,synthetic_operational
b9a138f95c815335bb720eb23bf7b4c5544ddaa41771fae5d32f673053426144,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
2bad694be239b5f2efb0797ee2e0c370c1550731dd9edf1ee176486895d34ba6,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
3ce8ad5a73db4b2f70d06e9609b67280dca509027c61a9c3338bbd2a5d83dd32,56cfcf78-de9c-5b1d-98cc-7c041b0674be,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
51eae879c68c5311a9a2f0c143e1cce85dc8fc23221786955c421080c40caf6e,36b1a276-c98e-5891-b731-98f638aa4d82,POL-SCOPE-001,fail,escalate,Category 'roads_footpaths' is outside policy scope and requires human routing.,synthetic_operational
abc3b25a05cf08108098dd52a499948a01d1b5413d405b40112e7e9ab79bdcf5,36b1a276-c98e-5891-b731-98f638aa4d82,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
15abb1fac128df564cd2cf89f0409be1d921fc4fd5a7f3e6b23a60b695ac8223,36b1a276-c98e-5891-b731-98f638aa4d82,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'roads_footpaths'.,synthetic_operational
420a984f772bffdce012ed1d90853eea977c305bce1b3d5ee5a671ab7dfb4138,36b1a276-c98e-5891-b731-98f638aa4d82,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'roads_footpaths'.,synthetic_operational
ae65d7f86b9dc1728f9f7417b03c8ce0a2097c9fb6b77d9a4250282b6c7d8815,36b1a276-c98e-5891-b731-98f638aa4d82,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
bfbf8ecadd041cc0b5d6a461f5a67835894b28f183a42f4a68ffabde5ae96f5d,36b1a276-c98e-5891-b731-98f638aa4d82,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
157f670d0562bbc13a852cd06d6a8bd2972aaad45027d6e9ff7def2fc1f6497f,36b1a276-c98e-5891-b731-98f638aa4d82,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
8ae083be39a170d2a91ae5409cfa0828e454b549483950a939d70ab3d13a3777,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
843d32cac3f7717bec36341978c85c1a11419d2e629649db9217bae4a58526b9,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
0a732fa3e7eeab396a44ab0940c1bf11c6499d66fc8ef1db5b41c3d4c3666ddf,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
4bd0becd7475b5cc6f65c118d27315fcd8fb24bc19c812ef691471771e23707e,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
a8d45044226e30cefb515a0e3b5296aaf33f0d8972246c48274da0fe85db82ac,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-SAFETY-001,fail,escalate,Priority P1 must be escalated to a human.,synthetic_operational
689df7b054da41f1cdf7514294a925dd8e131b893a11414bc9fa8e2990e1b1d3,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
bdfdde7a13861b3528893b23fe12e01d94b634d6954a6d9fed553f1e86c30b19,0a0fe53a-4a0b-561e-9d75-4391823766b5,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
