source_row_key,source_row_number,source_key,date_key,category_variant_key,group_code_raw,group_description_raw,category_code_raw,category_description_raw,request_count,data_truth_class
1eb07ddaa2d1e2068371531468e322548019cdd4114bb4a788956be9724d1aa3,86,D2,20180701,eac18385b298e8a6cb76310c9e6ffb2d520e1c2b7a35f072b401954ff2287cc6,CSNtrlMgmt,Natural Area Management,CSNatnlTD,National Tree Day,1,real_public_reference
8462c58459f47325065c110ed2807d57467863a40f0ae84d8945c892a3bae0c5,87,D2,20180701,1da348fa189faf7ccf67294851e289f5ed2192fa35b7aebeaa234c85760d057b,CSNtrlMgmt,Natural Area Management,CSNTreePlt,Native Tree Planting Programs,1,real_public_reference
d4d53ffd0e358e8a075f47318d92b600dc7ede898c9ebfba6231ee9b4b652a8a,88,D2,20180701,b3501077a82d689033ebc688981df53f675c5a224f9ca431f1879244f153dde4,CSNtrlMgmt,Natural Area Management,CSVegCoast,Vegetation - Coastal Esplanade,1,real_public_reference
638ad1a31469c41233974b236d6457daebdf9226de8f1fc71b9748b3f5c5a632,89,D2,20180701,6310db600613a1f4a0db3cb08053c793dfc032fb489eba886f83ee013daebd59,CSOdour,Odour Fumes,CSComm,Commercial,4,real_public_reference
55ce851e12a131b52b22613da9f020760eb9b2dd484abb761bc2f21c3f697261,90,D2,20180701,b5d67a529a6faafe56efbd6ffad627579eab617b7868dd2dbe8bf4e45e092043,CSOdour,Odour Fumes,CSResiden,Residential,5,real_public_reference
e254acb0d858708bd562a1a095d9a900009771ce7430f4bff1212984b4e2b8fe,91,D2,20180701,91bbfce8c572131286d9909fed1bd4575531a1991ea6e3f893d43e54614aeef5,CSOvrgrn,Overgrown Allotments,CSPrivate,Private,23,real_public_reference
290560503c657d3a8d1d0c942882e36e41c4a8996404de87042e467ef6cc009b,92,D2,20180701,5af666964894a5db9bae94aea09624419118552d9b941742884ebbd2f65bbb9e,CSOwnSearc,Ownership Search,OSOwnSearc,Ownership Search,44,real_public_reference
bff65de64c644fddfee8605ee709181df29431bd44acefa6dd41277fc95ad67f,93,D2,20180701,706c83e65aa1bc8894b10584ae6e3315793e63038b2750acee9dc03c79b96806,CSPkScrt,Security,CSAntiSocB,Anti-social Behaviour in TCC Parks/Buildings,3,real_public_reference
6e03e5af7434a0d48b22e4ea58ee1ad281e1d334ce7219f633dad536c9ec30d6,94,D2,20180701,a02e847a25d885263ad8a85b129a7cf675eb249d13d28eb8ff5435b021243f72,CSPlmdrn,Plumbing & Drainage,CSPlmNCmpl,Possible non-compliant plumbing & drainage work,6,real_public_reference
bb0df8460c143324d92eca5964e0ab453a31e1ad46f6151db4b0bb6c191f3d48,95,D2,20180701,b50474c1e5b7e097d5064953c36446f1fdbcd9e45975e66a808c3cd8ece4eab5,CSPlnCompl,Planning Compliance,CSNPremUse,Land Use Issues,14,real_public_reference
ab75c493ac59a0b56144c44224962d08047f73abd9ccdce08217100569ff0fa9,96,D2,20180701,ffca4fa9b3b38acd43feb30ec205ea65ccfa38e5fee2a331fcec0332cb8b79ee,CSPools,Pools,CSPlFnCmpl,Possible non-compliant pool fencing,8,real_public_reference
3f573bd450c24b6999b50a482a86171c53985f480acd5cd77e67d1980509ac55,97,D2,20180701,6ce2fe5aff4a2a36ffd12db1309c243b16cac4ced79ef26d30733f651fe1fd44,CSPools,Pools,CSPlFnEnqu,Pool fencing enquiries,1,real_public_reference
6eaccc1d8083e1fc200fd265f23709229dc6db18bce6e2a7c07f15ed75dc2f74,98,D2,20180701,440909890573eaefb40cda9cd7428ddfd9dc571d231bed5e7f844a546ac2b31d,CSPrkAdmn,Parks Administrative Requests,CSGrnPlt,Greening Planting,11,real_public_reference
8ec1e55b9ff2a6c65d33a4f9278b0433fd5d510986e264497b3631b03f1d103f,99,D2,20180701,def900ae2475ab0d5be86e52e7bc14a229e585c79477290aac357bb0c11a72b7,CSPrkInf,Park Infrastructure,CSBbqCln,BBQ Cleaning,1,real_public_reference
ad07195ccad922e1f8706a67f6c4e035c941473ee5329302df9cf5ac2dc16349,100,D2,20180701,5b4bf2b36c9ad2a851fe279805454d4957ba9d3438c8946739c751a3089885ba,CSPrkInf,Park Infrastructure,CSBbqRpr,BBQ Repair/Maintainence,7,real_public_reference
c01fdafb5e1e63b0c17303388174ae6e32e2691fd94ecc8756a23bf0ba66809e,101,D2,20180701,eccb5cc15771a42c7a1d01d2e585ce80361d073c962fba0b42010a89adc23ba3,CSPrkInf,Park Infrastructure,CSFncIpr,Fencing (Imminent public risk),2,real_public_reference
67d423b1da37088fb8b75824c1a8b752cded0275f7859b6f4965ff94727571e9,102,D2,20180701,f03230706fdcba0816375cc84847a3dc2be398e7db5e5646928893c68d68105e,CSPrkInf,Park Infrastructure,CSFncNpr,Fencing (No public risk),14,real_public_reference
a3e2c8f96ab0d281752106826175166a193e069c7628a5fb29bedb614fa64d89,103,D2,20180701,cb571ffed2c121666e2e71c7974e4c082173e0673f1daf39418f69075bfb47cf,CSPrkInf,Park Infrastructure,CSLighting,Lighting,18,real_public_reference
