asset_key,source_key,asset_type,description,latitude,longitude,data_truth_class
05a4f155-dbb6-4e07-b839-2c2d8e8b577a,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8524202750921,147.320592896575,real_public_reference
05f62b01-62d2-4e78-a021-5573b26d73d1,D1,litter_bin,120lt Cage General Waste,-42.8799673220379,147.331094249796,real_public_reference
0603f945-415d-43ca-8098-fa07117e6e8e,D1,litter_bin,Stainless Steel Box,-42.8815358142904,147.328647268261,real_public_reference
062959be-14da-442b-82a8-efe6ecd5eebe,D1,litter_bin,Stainless Steel Box,-42.8813584947746,147.327440482799,real_public_reference
065676f4-50d1-4bbd-a8eb-4bfbb3bbec00,D1,litter_bin,Stainless Steel Box,-42.8811739175091,147.325354945626,real_public_reference
067e099c-84e8-4229-b820-d46d64c76494,D1,litter_bin,25lt Drop Plastic,-42.9226026099365,147.259125753891,real_public_reference
06f6ddc5-7f6b-4644-8bce-43d2792dbc43,D1,litter_bin,Stainless Steel Box,-42.8826585712211,147.328262336119,real_public_reference
07b01e77-e3c5-45cb-9ee1-672756bd41af,D1,litter_bin,120lt Cage General Waste,-42.8871115482207,147.332113569045,real_public_reference
07c4c742-f186-47ab-86c9-43e584987b80,D1,litter_bin,Stainless Steel Box,-42.8813199793762,147.329986138635,real_public_reference
07d556fb-3afc-4764-aa6d-d9ccca25ab3b,D1,litter_bin,Stainless Steel Box,-42.8762328657708,147.318222065994,real_public_reference
08531949-bc3c-4617-926e-406f89641df3,D1,litter_bin,120lt Cage General Waste,-42.8588441668679,147.303219712775,real_public_reference
08870a6a-4dab-4c5e-8c31-c0e9dc2187be,D1,litter_bin,120lt Cage General Waste,-42.8727394953363,147.319926868177,real_public_reference
08881653-0ac6-4cf3-8533-8da8f16dd4ce,D1,litter_bin,120lt Cage General Waste,-42.8727135645839,147.319938486709,real_public_reference
08e0842f-652e-4c7b-951b-f6e56d13c1c4,D1,litter_bin,120lt Cage Recycling,-42.8871057017629,147.33211582651,real_public_reference
09cf2647-82d6-4e43-8bd4-b51e31af01b7,D1,litter_bin,Dog Refuse Bag Dispenser,-42.889081928843,147.335060290979,real_public_reference
0a04b503-47a1-4952-a89c-f1b2717393e9,D1,litter_bin,Stainless Steel Box,-42.9127709249447,147.35582427895,real_public_reference
0af425e6-030a-430b-8e36-cb25a8798386,D1,litter_bin,Stainless Steel/Mod Wood,-42.8833984714779,147.330431580531,real_public_reference
0b35af06-ef25-4633-aeb9-faef477a7f5b,D1,litter_bin,Stainless Steel Box,-42.8822434307576,147.326031434163,real_public_reference
0b7c317a-026b-4550-bf53-018fd13d76da,D1,litter_bin,Stainless Steel/Mod Wood,-42.8951225257118,147.320275400545,real_public_reference
0ba98e8a-fd15-44a7-9f58-757a6fd35677,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9136297399661,147.357004364215,real_public_reference
0bf797e9-f367-4e7d-b4fc-2573025a57eb,D1,litter_bin,Stainless Steel Box,-42.8733115110932,147.315456992,real_public_reference
0c023d49-4ed2-43cc-b77d-0e18fb7fcb12,D1,litter_bin,120lt Cage General Waste,-42.8817017155973,147.325795986782,real_public_reference
0c2e221c-40f8-4177-9850-653c23bfa9cc,D1,litter_bin,Stainless Steel Box,-42.881375943637,147.32582862897,real_public_reference
0c2efd99-ccc7-4ab6-a882-69e9fd72a3aa,D1,litter_bin,Stainless Steel Box,-42.8592416431749,147.305223094664,real_public_reference
0c3ecb1a-8072-4573-ba23-731670c4ff3c,D1,litter_bin,Stainless Steel Box,-42.8800213520369,147.324540154432,real_public_reference
0d5684bb-a530-48cf-a19c-843e530eb4d0,D1,litter_bin,120lt Cage General Waste,-42.9087166503907,147.354563093877,real_public_reference
0d851c03-1eab-4f79-9456-a195126a71ec,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8775944422172,147.321948829218,real_public_reference
0dee9267-ee96-431a-96e6-7a910b17a1df,D1,litter_bin,Stainless Steel Box,-42.8736174987618,147.315887179342,real_public_reference
0e042e8b-e5ff-43d7-adcc-0f4de2952a4a,D1,litter_bin,Stainless Steel Box,-42.8825312395433,147.330028425988,real_public_reference
0ef8964f-9d1c-4916-8419-5261390bd397,D1,litter_bin,Stainless Steel/Mod Wood,-42.9108927109928,147.356777238246,real_public_reference
0faf65a9-1f20-4ffa-bc73-018c91506214,D1,litter_bin,Stainless Steel Box,-42.8743331387531,147.316970497211,real_public_reference
0feaa2f4-a390-4a05-9f7a-21074fd20009,D1,litter_bin,Stainless Steel Box,-42.8948222519469,147.326666128703,real_public_reference
10140992-e860-4d49-b2a3-f1104e6f8d20,D1,litter_bin,Stainless Steel Box,-42.8816585808203,147.33595784141,real_public_reference
1089ac58-a640-4507-8c5f-63fa97f1f64d,D1,litter_bin,Stainless Steel/Mod Wood,-42.8963178857072,147.308890773,real_public_reference
111e0d3e-54d3-4cad-91bf-f06c63421097,D1,litter_bin,120lt Cage General Waste,-42.8775929774189,147.321966955543,real_public_reference
11bae923-01a7-4609-a4be-a9a30a29c3a2,D1,litter_bin,Stainless Steel Box,-42.8802378713044,147.324512131583,real_public_reference
1275a4af-56a0-41a4-b9e8-86545fa26d2b,D1,litter_bin,25lt Drop Metal,-42.8743031932469,147.296522874817,real_public_reference
1293dfd0-53d7-493f-86e0-344c5159ec32,D1,litter_bin,Stainless Steel Box,-42.8844367192101,147.326186457854,real_public_reference
129a9221-c3ea-414a-8c25-8033b5cc15ad,D1,litter_bin,Stainless Steel Box,-42.8826137990065,147.329821510086,real_public_reference
13dda347-377c-42da-b6d2-b8609c0afa97,D1,litter_bin,120lt Cage General Waste,-42.8852639144435,147.331312119474,real_public_reference
14574c26-27cd-4976-84ac-5888e2e890b9,D1,litter_bin,Dog Refuse Bag Dispenser,-42.910752810526,147.354309109704,real_public_reference
146bb567-0a34-41fe-8859-4c0311f0ae69,D1,litter_bin,Stainless Steel Box,-42.8752093124715,147.317752580129,real_public_reference
149da263-de2f-4d17-98bb-6b9054a7f088,D1,litter_bin,Stainless Steel/Mod Wood,-42.9079596455951,147.291876377904,real_public_reference
1515bf76-0ba6-42df-b357-cad933b49ab9,D1,litter_bin,120lt Cage General Waste,-42.8539869201709,147.319142581364,real_public_reference
16312f4b-92a3-4742-8d05-6e5eabd78810,D1,litter_bin,Stainless Steel Box,-42.8810065099502,147.327340806778,real_public_reference
164a5e58-b902-400d-91ee-637f708b0f2a,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8656161855499,147.277702705155,real_public_reference
16595fae-f499-49c7-b07a-0278e394b7f1,D1,litter_bin,Stainless Steel Box,-42.9049511673926,147.326149516561,real_public_reference
167fd166-8e83-4600-aa39-d9249315bede,D1,litter_bin,Stainless Steel Box,-42.8532694429731,147.300380646923,real_public_reference
168e145a-b952-4fe0-9678-0eb9fef1d7a5,D1,litter_bin,Stainless Steel/Mod Wood,-42.8680124556618,147.324649367342,real_public_reference
16b59ea7-bd83-41b4-9af7-145032f54111,D1,litter_bin,120lt Cage General Waste,-42.8548151451779,147.319304605819,real_public_reference
17547b4b-3cd7-4bd3-b0f1-9eb64b8ae85d,D1,litter_bin,120lt Cage General Waste,-42.8561431778417,147.320991951716,real_public_reference
186ebd30-3908-4034-a930-69a2465c4ce9,D1,litter_bin,Stainless Steel Box,-42.8833153724537,147.32965660917,real_public_reference
194c0dd8-2bab-4b99-b395-2f5404e7556f,D1,litter_bin,Stainless Steel Box,-42.8814582705617,147.3354307274,real_public_reference
198876b9-be3c-4749-8b3c-1232cbf6745b,D1,litter_bin,120lt Cage General Waste,-42.8892393882419,147.33792554871,real_public_reference
19a121ba-8f3d-46c0-a5b8-388cdc2c3351,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8983917561634,147.299204633464,real_public_reference
19a8defb-4151-4aff-81c6-7551d4ec0727,D1,litter_bin,120lt Cage General Waste,-42.8882431559627,147.337458982456,real_public_reference
19b831b8-c02f-4e99-aa8d-d0901dcb7fb3,D1,litter_bin,120lt Cage General Waste,-42.8469908966835,147.315567692378,real_public_reference
1af42354-63bc-4916-a226-c55a7be81e8f,D1,litter_bin,Stainless Steel Box,-42.8953833739149,147.327565130035,real_public_reference
1b15a975-b47e-45c2-94d2-f336bf42d823,D1,litter_bin,Stainless Steel Box,-42.8806649748979,147.325992563666,real_public_reference
1c37367d-e6c6-4767-82c5-5b0f8c50b508,D1,litter_bin,Stainless Steel Box,-42.8826982878029,147.33250759011,real_public_reference
1c54c1a9-beb6-4d10-b80b-2e424352cda8,D1,litter_bin,120lt Doggie Bins,-42.9014303108212,147.309406276278,real_public_reference
1c9ca0c5-1165-4862-b4ac-0e6fd874d8c8,D1,litter_bin,120lt Cage General Waste,-42.8532347339742,147.297357912542,real_public_reference
1ccbd8fe-25a2-4d69-a2e7-91dec5ae438f,D1,litter_bin,Stainless Steel/Mod Wood,-42.8970988869311,147.299488788977,real_public_reference
1dece646-4967-46f7-85fd-fa58df88c98f,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8744798404307,147.25627021523,real_public_reference
1e0c8be1-a62b-41da-9f83-77c539cf1c7c,D1,litter_bin,Stainless Steel Box,-42.9069953856916,147.296499880579,real_public_reference
1ecdcc66-2982-42a2-ae9f-370add94328f,D1,litter_bin,Stainless Steel Box,-42.8823784362837,147.329376129161,real_public_reference
1efd5f86-cc47-4ba4-a456-58cd884c3803,D1,litter_bin,Stainless Steel Box,-42.8865188137168,147.332320684034,real_public_reference
1f479b46-daed-4177-b3a5-5fee7b67ffaf,D1,litter_bin,120lt Cage Recycling,-42.8870841279864,147.332123236108,real_public_reference
1fb4440d-5fc0-4aa7-85ea-f31bfe0f5fed,D1,litter_bin,Stainless Steel Box,-42.8817314656176,147.32672722353,real_public_reference
1fc38997-799e-4ac8-a10e-bf72559859b7,D1,litter_bin,Stainless Steel/Mod Wood,-42.8832092519724,147.330166249216,real_public_reference
2043cebc-7d71-43fa-98e4-7785abf9454b,D1,litter_bin,Stainless Steel Box,-42.8866340204323,147.33133113664,real_public_reference
20a165cf-be1b-4dbf-90a2-8e1bc72d2346,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9243185546125,147.329033113444,real_public_reference
20a7d616-e12c-48a5-8faa-46e0bba50550,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8653714111685,147.278325650173,real_public_reference
20d80b24-0339-4829-97b8-d59cf0ed426d,D1,litter_bin,Stainless Steel Box,-42.8809620949471,147.326254571565,real_public_reference
2115c97a-a125-4a5d-9dbe-537dc3442dee,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8915835726985,147.312961316114,real_public_reference
212ecb8d-6a64-4120-be13-4a58e2e60c69,D1,litter_bin,120lt Cage General Waste,-42.8983900001208,147.299202229167,real_public_reference
21a106f1-cb0b-4257-9f3c-416f10202f4c,D1,litter_bin,Stainless Steel Box,-42.8840110660258,147.325483217682,real_public_reference
21c324f3-496e-46a7-b3f4-93b4b69df62e,D1,litter_bin,120lt Cage General Waste,-42.8531008327191,147.319699417854,real_public_reference
2200053e-db3a-476a-9b6a-59cf5d4bb211,D1,litter_bin,Stainless Steel Box,-42.8818494635471,147.3285451742,real_public_reference
228a78ed-a1a1-4f01-b367-5b7eae918076,D1,litter_bin,120lt Cage General Waste,-42.9089384293775,147.351250766968,real_public_reference
22dc52da-7aa5-4e16-ba85-3c1eed9eedef,D1,litter_bin,Stainless Steel Box,-42.8867679763258,147.33318248128,real_public_reference
23065d5d-ff47-4df9-9429-956ee1deb4aa,D1,litter_bin,Stainless Steel Box,-42.8865142933854,147.332326782847,real_public_reference
2352963f-52ea-4e95-b5cc-8abec603890a,D1,litter_bin,120lt Doggie Bins,-42.8750469428498,147.297375667856,real_public_reference
23582893-26e3-41e1-a8c8-48e5895ece20,D1,litter_bin,120lt Cage General Waste,-42.8873228557082,147.332680885121,real_public_reference
23c1bb6c-fbc3-4ed5-96ca-f84f7694d6a7,D1,litter_bin,120lt Cage General Waste,-42.8636049078093,147.302668376158,real_public_reference
23cd64d1-588d-4cb1-9c38-71373140c05a,D1,litter_bin,Stainless Steel/Mod Wood,-42.8857927649012,147.329343721515,real_public_reference
23fa6666-0ff0-4aa3-9b27-e9aaf402c3e3,D1,litter_bin,120lt Cage General Waste,-42.8881219362868,147.336605453038,real_public_reference
2406e265-5a36-4673-9950-037a116e4a05,D1,litter_bin,120lt Cage General Waste,-42.8896933732536,147.235842470287,real_public_reference
2419c66b-850a-45a4-b96b-13fab2599921,D1,litter_bin,120lt Cage General Waste,-42.9028026044763,147.310966054247,real_public_reference
24ed82d7-9a31-49b5-83eb-bdb47870ed84,D1,litter_bin,120lt Cage General Waste,-42.8961378441538,147.299730846255,real_public_reference
256e85a7-b4b1-4a9d-b866-f16267930e6a,D1,litter_bin,Stainless Steel/Mod Wood,-42.9115754532495,147.35611605843,real_public_reference
2586518c-5eeb-4169-9a74-9f6452de9c48,D1,litter_bin,120lt Cage General Waste,-42.8954721352743,147.309350630115,real_public_reference
25aad53d-4b35-46b6-ac48-565e0ef5f44a,D1,litter_bin,Stainless Steel Box,-42.8769423413051,147.326678657633,real_public_reference
2662cc6c-bafd-47d6-8a9d-0ea9ba6cd4a1,D1,litter_bin,Stainless Steel Box,-42.8778247442378,147.319152907752,real_public_reference
269b6313-6286-484f-90eb-c00f281b011a,D1,litter_bin,25lt Drop Plastic,-42.898981882735,147.330114530977,real_public_reference
26cea147-6c6b-472a-a37d-a1755f566b53,D1,litter_bin,120lt Cage General Waste,-42.8994271026527,147.331258125399,real_public_reference
2718af93-3e10-41e9-8925-73016e66eb74,D1,litter_bin,Stainless Steel Box,-42.8943875943617,147.326112544395,real_public_reference
27251aea-96c4-462c-a02f-4432d702ec67,D1,litter_bin,Stainless Steel Box,-42.8832419348653,147.331761562175,real_public_reference
274a13be-fd91-4e96-96b8-a44bf1d4753b,D1,litter_bin,Stainless Steel Box,-42.8865417218025,147.333028067913,real_public_reference
276805d4-f28a-4134-8616-c4a6bbfc47dd,D1,litter_bin,120lt Cage Stainless General Waste,-42.8559095842875,147.303631876206,real_public_reference
276fc27f-3a0c-4484-b90d-5366046c3285,D1,litter_bin,Stainless Steel Box,-42.8795835757122,147.330812715831,real_public_reference
27721c36-d4c5-493c-928b-6c624a391677,D1,litter_bin,120lt Doggie Bins,-42.930301593741,147.359140240893,real_public_reference
28201562-ef0c-4403-9e63-f14c8cb4c361,D1,litter_bin,120lt Cage General Waste,-42.8546552690008,147.318823873332,real_public_reference
28328bb9-cc69-4296-87d2-f93171d700a8,D1,litter_bin,Stainless Steel Box,-42.8806468554014,147.331131505359,real_public_reference
2853dfd8-b00b-4a5f-a206-9462bb803a83,D1,litter_bin,120lt Cage General Waste,-42.8777666985143,147.316946012884,real_public_reference
28f2ea7f-c8f9-4f9d-b59e-eb67d8e253ce,D1,litter_bin,Stainless Steel Box,-42.8822946793675,147.329527861097,real_public_reference
296e328a-4734-4906-ad95-9d9ae8eec3fe,D1,litter_bin,Stainless Steel/Mod Wood,-42.8956540257185,147.321088629155,real_public_reference
2a57d02a-5e56-485e-bb49-58fb93892065,D1,litter_bin,Stainless Steel Box,-42.8808100079022,147.309760179064,real_public_reference
2a80a619-f016-4dd1-9a7e-081a98e20014,D1,litter_bin,120lt Cage General Waste,-42.8533044094886,147.319164213484,real_public_reference
2a8f451e-72a4-43f6-b246-0bfeff735d77,D1,litter_bin,120lt Cage General Waste,-42.8924684351102,147.316154409736,real_public_reference
2aab5a26-ca15-471c-ab34-9deeb146b554,D1,litter_bin,120lt Cage General Waste,-42.8982791195909,147.299364909366,real_public_reference
2b034f29-99f7-4331-bd2b-00720f4ef904,D1,litter_bin,Stainless Steel Box,-42.8817484003594,147.328317812609,real_public_reference
2b125a7f-1e96-4b7e-9ab8-cf9d389eb30f,D1,litter_bin,120lt Cage General Waste,-42.9091796023271,147.355381825679,real_public_reference
2b1e98ad-ecd2-4581-bdfc-3a8c148375fc,D1,litter_bin,Stainless Steel Box,-42.8831096509638,147.330899330076,real_public_reference
2b689572-4901-4581-9c51-5c5b5b38c6c8,D1,litter_bin,120lt Cage General Waste,-42.915641472396,147.321948174933,real_public_reference
2c1d624e-c180-4990-a553-d439d0dfe7f7,D1,litter_bin,Stainless Steel Box,-42.8744870601034,147.323315400593,real_public_reference
2c93cb95-7867-4e60-b1cf-3295c6b1c709,D1,litter_bin,Stainless Steel Box,-42.8867516845216,147.331698892703,real_public_reference
2caefb10-bf9b-459d-8d61-abb711f56e62,D1,litter_bin,Stainless Steel Box,-42.8953050378521,147.327849031885,real_public_reference
2d2056e8-0bbb-4da5-aaa1-c817c2e34617,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8720302902297,147.297025460757,real_public_reference
2d400334-a005-4438-b087-e6ddf0cc7cc7,D1,litter_bin,Stainless Steel Box,-42.8807569220866,147.327797408084,real_public_reference
2d4ebb2e-762f-4e8f-87c7-f347aa6be228,D1,litter_bin,Stainless Steel/Mod Wood,-42.8957299962819,147.333021764423,real_public_reference
2d94ed05-ac24-4dbe-889f-4bdf101777a6,D1,litter_bin,Stainless Steel Box,-42.8812661503183,147.326998698928,real_public_reference
2e28ba09-40da-4cd7-8171-73533a7ce8ff,D1,litter_bin,Stainless Steel Box,-42.8724914710898,147.314886517719,real_public_reference
2e2b612f-2789-4d75-baf7-b5aa2b42b72b,D1,litter_bin,Stainless Steel Box,-42.8809195137604,147.329349536103,real_public_reference
2e726c9c-5ecd-4e89-b3c4-7d541b5eab27,D1,litter_bin,Stainless Steel/Mod Wood,-42.8835119452747,147.330172710052,real_public_reference
2eced71f-6b58-493f-b29f-2b4785e2907d,D1,litter_bin,Stainless Steel Box,-42.8841880380758,147.326168410353,real_public_reference
2ffb0730-ac72-45b0-8d4c-a4b6898c2e63,D1,litter_bin,Stainless Steel Box,-42.8779440218959,147.328471915057,real_public_reference
30a09802-3f3e-46cf-ac78-a9540dfda661,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8953589503012,147.293451853787,real_public_reference
31ba7e6b-5974-497c-89cc-d22041499e20,D1,litter_bin,120lt Doggie Bins,-42.8667581140877,147.27002174769,real_public_reference
32cf3db2-a1a8-41af-a908-81586398e8c3,D1,litter_bin,Stainless Steel Box,-42.8870526406785,147.324746763234,real_public_reference
32f22845-81dd-4080-ad6f-ed3c7c5162f3,D1,litter_bin,Stainless Steel Box,-42.8831894141672,147.333053207392,real_public_reference
3320fcf1-4cb0-4b70-ae11-3c4460632cca,D1,litter_bin,120lt Doggie Bins,-42.870402064549,147.327162842115,real_public_reference
33e34df9-e8d0-4872-b92f-94dd6125e403,D1,litter_bin,Stainless Steel/Mod Wood,-42.9115144790109,147.356162138825,real_public_reference
343fd849-5b75-4ae5-bf87-419a4c2e3fe2,D1,litter_bin,120lt Cage General Waste,-42.8950317532529,147.333225538779,real_public_reference
349f1382-23fa-496e-8ad3-4a68ad01e423,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8872934666083,147.337286772354,real_public_reference
34e9c9ca-7f19-4cb6-8bf3-4ac342c7d0a2,D1,litter_bin,120lt Cage General Waste,-42.8655604456748,147.322709075489,real_public_reference
35315eba-845d-4fc4-a9f8-b4b33425cf29,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8961359905934,147.299739552997,real_public_reference
35bd0ece-e883-49f7-a511-875cfe00acf2,D1,litter_bin,Stainless Steel/Mod Wood,-42.9087754877819,147.290717384112,real_public_reference
367e2e81-0389-45fa-b827-1f4aa901d633,D1,litter_bin,Stainless Steel Box,-42.8815099786984,147.326128242347,real_public_reference
36bf4a9f-1820-4d4b-9158-54726396787f,D1,litter_bin,120lt Cage General Waste,-42.8873339174358,147.332919240695,real_public_reference
36f7b092-6f18-4846-bcab-311b36dbc676,D1,litter_bin,Stainless Steel Box,-42.8838469850476,147.314739745212,real_public_reference
374ffe72-a23f-494b-a6e5-341bc9fe95fc,D1,litter_bin,Stainless Steel Box,-42.8813488738851,147.32854563092,real_public_reference
376d4e50-3180-4670-8473-9ea57bc96219,D1,litter_bin,120lt Cage General Waste,-42.8770014638891,147.312510461,real_public_reference
37ba198f-a3c5-47a0-8706-9467c2321f29,D1,litter_bin,Stainless Steel Box,-42.8831047098744,147.32525878902,real_public_reference
37e16715-7c7a-4c28-b461-d9bb66c15b17,D1,litter_bin,120lt Cage General Waste,-42.9083834695703,147.291293960785,real_public_reference
38cd0dfb-8728-4128-b8c8-bc67b72a11a7,D1,litter_bin,Stainless Steel/Mod Wood,-42.8638276929441,147.304409843019,real_public_reference
38e70123-1951-463b-b7e7-6246fa86882b,D1,litter_bin,120lt Cage General Waste,-42.9221774064697,147.252435326647,real_public_reference
39458d28-6a8b-4696-ac69-adef1d6f8455,D1,litter_bin,Stainless Steel Box,-42.8832374145621,147.331767660707,real_public_reference
3997f7e0-9d08-45c5-a581-7c98b7a4154b,D1,litter_bin,120lt Cage General Waste,-42.8527732370928,147.297481945269,real_public_reference
39cffccd-6898-4265-bd0c-5986076d7b54,D1,litter_bin,Stainless Steel Box,-42.882427698172,147.330413003671,real_public_reference
3a6b042d-cfc7-40f1-90d3-8c8df80669bf,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9091907449675,147.354515022439,real_public_reference
3ae53496-6d2d-45c3-81eb-e7c5cf83cd80,D1,litter_bin,120lt Cage General Waste,-42.8880646311697,147.337457185138,real_public_reference
3c293511-8ea4-43a2-800e-fe26cb03d484,D1,litter_bin,120lt Cage General Waste,-42.8762075994087,147.332884103062,real_public_reference
3c813860-416b-4945-9ae5-ce96d76c65dc,D1,litter_bin,Dog Refuse Bag Dispenser,-42.8963139558075,147.308898819626,real_public_reference
3db6bae9-a2e7-4feb-af19-461438edf8a4,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9094166973721,147.356071320857,real_public_reference
3e325cb0-a999-4cdc-a298-b4ffc79e334a,D1,litter_bin,Stainless Steel Box,-42.8733437478188,147.318971810237,real_public_reference
3e7f8ee6-2c3d-41ed-96d5-3435192fd92c,D1,litter_bin,Stainless Steel Box,-42.8795590379863,147.329354973857,real_public_reference
3f820565-d0c0-487b-a804-e177f0bb2260,D1,litter_bin,120lt Cage General Waste,-42.9107965331136,147.354428109035,real_public_reference
3fa81772-f421-45da-ace3-48015ea3f82f,D1,litter_bin,Stainless Steel Box,-42.8802602827006,147.32835735466,real_public_reference
400a058e-02b4-4678-bca2-ca5c036a1dbf,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9123490609886,147.356487900934,real_public_reference
40e82d26-257b-412c-9f95-7d2dc132ff45,D1,litter_bin,120lt Cage General Waste,-42.8600933033561,147.311232320737,real_public_reference
416d5276-861b-4b73-8c91-bcc7ed9c032c,D1,litter_bin,Stainless Steel/Mod Wood,-42.9103682606253,147.357257862687,real_public_reference
41ed4607-fe66-41bf-8d82-053e8349d382,D1,litter_bin,Stainless Steel/Mod Wood,-42.8761406788029,147.33591861635,real_public_reference
42003f62-a677-4a19-a474-abad2072afba,D1,litter_bin,Stainless Steel Box,-42.8814561389123,147.332113998962,real_public_reference
42c164b1-7236-4fd0-b817-1b80dfed20b9,D1,litter_bin,120lt Cage General Waste,-42.8856663311156,147.331268094494,real_public_reference
42e9d5c4-2713-4a4c-af02-ccafc0ca9f32,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9130079535499,147.356746892213,real_public_reference
432a7871-ec46-4bd7-9c5e-1bd566e65838,D1,litter_bin,Stainless Steel Box,-42.8695863035152,147.315599198294,real_public_reference
44e068a1-9299-4a0b-905e-680c6aa3e6f6,D1,litter_bin,120lt Cage General Waste,-42.8726964677926,147.318696378016,real_public_reference
44e6a209-7ba0-4d19-8ec7-75972879430e,D1,litter_bin,Stainless Steel Box,-42.8826372997414,147.330471827281,real_public_reference
44fcd47f-e5bd-4ff5-8886-e2cc2942b7c6,D1,litter_bin,Stainless Steel Box,-42.8777679217309,147.328247493391,real_public_reference
451bbf25-f531-44a4-9def-3dbe9dd5f3e3,D1,litter_bin,Dog Refuse Bag Dispenser,-42.9116672389011,147.356458384766,real_public_reference
457215f9-7bcc-4775-a985-3898621c5765,D1,litter_bin,Stainless Steel Box,-42.8806957971584,147.327686311334,real_public_reference
45a49584-6e47-4b47-9ff1-5914d5ab1870,D1,litter_bin,Stainless Steel Box,-42.8863188750116,147.33228046981,real_public_reference
