decision_key,ledger_event_key,source_key,date_key,occurred_at_utc,correlation_id,accountable_owner_id,policy_key,provider_key,environment_key,category_key,priority_code,category_confidence,gate_status,can_execute,human_review_required,proposed_action,coordinates_supplied,asset_key,asset_distance_metres,data_truth_class,review_state,current_review_action
264520b4-bbd3-5032-9594-e56cc132eacf,0ad0915a-fcc6-5c45-a0a3-a573fbbd2919,D6,20250914,2025-09-14T09:00:00+00:00,synthetic-0014,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,general_enquiry,P4,0.3,escalate,0,1,create_draft_work_order,0,,,synthetic_operational,reviewed,override
56cfcf78-de9c-5b1d-98cc-7c041b0674be,19a07e59-d92e-504c-b877-cb3f2e2855c3,D6,20250915,2025-09-15T09:00:00+00:00,synthetic-0015,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,escalate,0,1,create_draft_work_order,1,,,synthetic_operational,pending,
36b1a276-c98e-5891-b731-98f638aa4d82,195ffa7f-ddd6-585e-a3c7-8020e7235f07,D6,20251001,2025-10-01T09:00:00+00:00,synthetic-0016,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,roads_footpaths,P2,0.82,escalate,0,0,create_draft_work_order,1,,,synthetic_operational,reviewed,escalate
0a0fe53a-4a0b-561e-9d75-4391823766b5,f4f809d0-38ec-5dce-bd62-6234f18f3b83,D6,20251002,2025-10-02T09:00:00+00:00,synthetic-0017,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P1,0.82,escalate,0,1,create_draft_work_order,1,32f22845-81dd-4080-ad6f-ed3c7c5162f3,0.0,synthetic_operational,reviewed,escalate
1c242e5b-1ccc-5ac1-9cff-c1774db4f26d,aadfc3d6-1d5f-5081-8dac-b41a7b9d93d6,D6,20251003,2025-10-03T09:00:00+00:00,synthetic-0018,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,2b034f29-99f7-4331-bd2b-00720f4ef904,0.0,synthetic_operational,pending,
dd19eb5b-5195-59b0-a445-0e0207df8b36,fe9762ae-af8a-5600-9916-91030b80928d,D6,20251004,2025-10-04T09:00:00+00:00,synthetic-0019,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,2d400334-a005-4438-b087-e6ddf0cc7cc7,0.0,synthetic_operational,reviewed,accept
eb8c8b1f-77f6-545c-9339-8643db116cca,bb485bc4-7959-5c28-8e87-45db171cc564,D6,20251005,2025-10-05T09:00:00+00:00,synthetic-0020,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,reject,0,0,close_live_case,1,88fdacc9-e812-4461-bd60-4ac0b6127103,0.0,synthetic_operational,reviewed,escalate
9ae6c8c4-97fa-588b-af9a-f77cc5aa1ea4,ee926f7b-8a0f-5600-9450-0a11a3d38e53,D6,20251006,2025-10-06T09:00:00+00:00,synthetic-0021,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,pass,1,0,create_draft_work_order,1,1c54c1a9-beb6-4d10-b80b-2e424352cda8,0.0,synthetic_operational,pending,
bd58cf64-2938-582f-87a3-80f88d08e141,7cbf8603-8fe7-5caf-8dda-a0ad1185b0a9,D6,20251007,2025-10-07T09:00:00+00:00,synthetic-0022,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,ed33789a-ae70-4518-95e4-c9343f4e39e6,0.0,synthetic_operational,reviewed,accept
27327a92-a5af-5d11-a08f-aa7f994cd987,4f261468-5497-5730-a685-d814fc94caf5,D6,20251008,2025-10-08T09:00:00+00:00,synthetic-0023,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,reject,0,0,create_draft_work_order,0,,,synthetic_operational,reviewed,escalate
c3bf9610-42bc-5b24-a694-8797753de076,d1b47338-5a0d-5604-b2da-fcc5a60deb0d,D6,20251009,2025-10-09T09:00:00+00:00,synthetic-0024,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,general_enquiry,P4,0.3,escalate,0,1,create_draft_work_order,0,,,synthetic_operational,pending,
43fc2cd0-f828-5378-a3ea-24e34c895783,c3ccd84b-fa47-51b5-9a6d-bb98efdfc268,D6,20251010,2025-10-10T09:00:00+00:00,synthetic-0025,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,escalate,0,1,create_draft_work_order,1,,,synthetic_operational,reviewed,escalate
6090349a-b64a-5842-99bb-952b670114c4,13f75d5c-ee2e-5f99-95e3-511dbb1eac0c,D6,20251011,2025-10-11T09:00:00+00:00,synthetic-0026,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,roads_footpaths,P2,0.82,escalate,0,0,create_draft_work_order,1,,,synthetic_operational,reviewed,override
28d3a55e-9716-5882-a97d-297afeb257b2,d149e8b6-7be1-596a-961e-6fd5494a13b5,D6,20251012,2025-10-12T09:00:00+00:00,synthetic-0027,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P1,0.82,escalate,0,1,create_draft_work_order,1,87804e3d-54ba-4f51-abcc-513c763c2411,0.0,synthetic_operational,pending,
37358cab-29e4-555e-9b03-6d62af3d0a85,be2d9820-7c11-5f0c-b380-53397d59ba98,D6,20251013,2025-10-13T09:00:00+00:00,synthetic-0028,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,b7e431bd-eee3-4304-accd-31e7be90583c,0.0,synthetic_operational,reviewed,accept
c9624e31-67f6-59cf-a82c-31adb9597316,80b3b408-04ba-5663-af4f-a176832b78c0,D6,20251014,2025-10-14T09:00:00+00:00,synthetic-0029,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,4f45c38d-fa98-464a-bb04-25f502487696,0.0,synthetic_operational,reviewed,accept
d76596ed-bb90-5ba9-878d-8e89cf509dae,16af0955-0611-550a-8e4d-2f0d65498e84,D6,20251015,2025-10-15T09:00:00+00:00,synthetic-0030,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,reject,0,0,close_live_case,1,571b15e6-8671-4be5-aa67-00abdd29b3ad,0.0,synthetic_operational,pending,
6b8f9668-56a1-564c-ad7b-c3343de733ae,39647a17-aad7-5ce4-9023-83c1ffb4bc37,D6,20251101,2025-11-01T09:00:00+00:00,synthetic-0031,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,pass,1,0,create_draft_work_order,1,198876b9-be3c-4749-8b3c-1232cbf6745b,0.0,synthetic_operational,reviewed,accept
2d9f2997-9f5b-5548-b689-5a03fcd1f71f,f2ba6846-d1df-5ef5-be1f-63090774d09b,D6,20251102,2025-11-02T09:00:00+00:00,synthetic-0032,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,702a9253-de7b-4d17-af87-0bd4c794a0fd,0.0,synthetic_operational,reviewed,accept
2384c144-9418-54e2-b998-28d50759119a,07f07ff4-8c76-50f5-a775-f0410c47284a,D6,20251103,2025-11-03T09:00:00+00:00,synthetic-0033,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,reject,0,0,create_draft_work_order,0,,,synthetic_operational,pending,
68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,66e3999e-120f-55c9-80f5-6c83f5e393d3,D6,20251104,2025-11-04T09:00:00+00:00,synthetic-0034,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,general_enquiry,P4,0.3,escalate,0,1,create_draft_work_order,0,,,synthetic_operational,reviewed,override
d7e55b5c-9501-5c44-8c8f-ec17bfec6780,ab7fdcf7-34ba-54c1-b6d9-6b0660e6fd83,D6,20251105,2025-11-05T09:00:00+00:00,synthetic-0035,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,escalate,0,1,create_draft_work_order,1,,,synthetic_operational,reviewed,escalate
67d7aeb8-84e3-5b49-9952-070269f42914,e344662f-9211-50cd-b67c-88a01edc2360,D6,20251106,2025-11-06T09:00:00+00:00,synthetic-0036,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,roads_footpaths,P2,0.82,escalate,0,0,create_draft_work_order,1,,,synthetic_operational,pending,
dc207cbf-c101-5283-86ba-ea03f186305c,4fcc8a12-a175-5ce4-b88a-fbec41e3d255,D6,20251107,2025-11-07T09:00:00+00:00,synthetic-0037,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P1,0.82,escalate,0,1,create_draft_work_order,1,63414ae0-680a-42e4-82c8-4e11eee04105,0.0,synthetic_operational,reviewed,escalate
c2d918e5-6c80-527a-a675-2572b3308cbf,cd0fd1cd-20c4-5d6d-bc4d-ef4a6adbaa07,D6,20251108,2025-11-08T09:00:00+00:00,synthetic-0038,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,885c927a-cab4-4ac1-b721-838980f7abbb,0.0,synthetic_operational,reviewed,accept
fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,569ce72c-13fd-53c0-9323-d87a07a48b1e,D6,20251109,2025-11-09T09:00:00+00:00,synthetic-0039,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,36f7b092-6f18-4846-bcab-311b36dbc676,0.0,synthetic_operational,pending,
ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,d98ff4c8-1e54-5f13-8576-4dce69e2d9be,D6,20251110,2025-11-10T09:00:00+00:00,synthetic-0040,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,reject,0,0,close_live_case,1,78c6a35a-4649-48e3-9842-09de1f20d54a,0.0,synthetic_operational,reviewed,escalate
90265ca7-693c-5758-9093-ea221148d192,7337da00-2f2d-56b8-be70-0d616ec623e2,D6,20251111,2025-11-11T09:00:00+00:00,synthetic-0041,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,pass,1,0,create_draft_work_order,1,81fb910b-3eda-4d71-bb76-3f9da4f935f4,0.0,synthetic_operational,reviewed,override
9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,91d3b6f3-998c-50af-8896-1110d2a8cdbb,D6,20251112,2025-11-12T09:00:00+00:00,synthetic-0042,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,f8b60de3-3b15-4ae2-a821-7abaa1f33b20,0.0,synthetic_operational,pending,
e524cc85-eb26-56df-b461-282218251e08,2fd8227b-b69d-5275-a6a4-fc1b45d00d82,D6,20251113,2025-11-13T09:00:00+00:00,synthetic-0043,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,reject,0,0,create_draft_work_order,0,,,synthetic_operational,reviewed,escalate
45b776f1-4d72-54e6-9593-d4a230e1a8b0,24685f81-c152-5586-aea0-e4c1ade86f90,D6,20251114,2025-11-14T09:00:00+00:00,synthetic-0044,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,general_enquiry,P4,0.3,escalate,0,1,create_draft_work_order,0,,,synthetic_operational,reviewed,escalate
3ec8ceb4-45a9-5090-a68b-2a073023f596,1e61423e-f798-57db-8744-f0e599bf1730,D6,20251115,2025-11-15T09:00:00+00:00,synthetic-0045,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,escalate,0,1,create_draft_work_order,1,,,synthetic_operational,pending,
bfc7bf0b-da35-581d-bd90-f1e0d140e13e,7e404b15-6c11-5411-94ef-595fb8ac8491,D6,20251201,2025-12-01T09:00:00+00:00,synthetic-0046,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,roads_footpaths,P2,0.82,escalate,0,0,create_draft_work_order,1,,,synthetic_operational,reviewed,override
56287be5-fe26-5cf5-bbe4-af308353ad8b,d65fdf51-7f0b-50ba-9e28-d91f158426f0,D6,20251202,2025-12-02T09:00:00+00:00,synthetic-0047,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P1,0.82,escalate,0,1,create_draft_work_order,1,05f62b01-62d2-4e78-a021-5573b26d73d1,0.0,synthetic_operational,reviewed,escalate
76289bc9-cdb7-5835-9d85-79134ff49f20,c6ec54ed-e2b0-5a2f-99ae-411eb916234b,D6,20251203,2025-12-03T09:00:00+00:00,synthetic-0048,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,0faf65a9-1f20-4ffa-bc73-018c91506214,0.0,synthetic_operational,pending,
2d35be46-cda7-57e3-bf3a-7e7504b21119,760d58d6-8048-5f42-8678-0fb30f10f756,D6,20251204,2025-12-04T09:00:00+00:00,synthetic-0049,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,54c05463-353f-4982-8dae-8ed7416c5f2c,0.0,synthetic_operational,reviewed,override
d748acb8-201c-57c2-a2f6-80ad7e59a95f,dcf7615a-8b6b-587f-80d0-1cf8420ccde6,D6,20251205,2025-12-05T09:00:00+00:00,synthetic-0050,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,reject,0,0,close_live_case,1,3c293511-8ea4-43a2-800e-fe26cb03d484,0.0,synthetic_operational,reviewed,override
f3eb5fd1-b26d-566e-a8ce-37dd5fcb9fae,ecc54a32-f8da-5e22-bb3a-d8c9d3fac2e8,D6,20251206,2025-12-06T09:00:00+00:00,synthetic-0051,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P2,0.95,pass,1,0,create_draft_work_order,1,40e82d26-257b-412c-9f95-7d2dc132ff45,0.0,synthetic_operational,pending,
439515c3-7372-5d37-81aa-e165eabd5725,750cca92-a1f0-5d28-a683-fd8d8fbd34c0,D6,20251207,2025-12-07T09:00:00+00:00,synthetic-0052,owner:2,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,pass,1,0,create_draft_work_order,1,d8d62880-b526-4e99-a512-3f1d9188c0b6,0.0,synthetic_operational,reviewed,accept
95ed47f4-f044-5f4e-8e95-160a7f745a07,b075834d-cc2c-52fa-be10-a19ad421ae19,D6,20251208,2025-12-08T09:00:00+00:00,synthetic-0053,owner:3,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,reject,0,0,create_draft_work_order,0,,,synthetic_operational,reviewed,escalate
c70731e7-453b-588f-a0d2-2d51e012f08d,ff7afc6c-a992-5080-ad32-c6322ecb08d1,D6,20251209,2025-12-09T09:00:00+00:00,synthetic-0054,owner:4,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,general_enquiry,P4,0.3,escalate,0,1,create_draft_work_order,0,,,synthetic_operational,pending,
63c87b3f-5be4-5597-a9f7-e492bc529d25,a9d71687-b654-5f15-9b54-b82ce019f8b5,D6,20251210,2025-12-10T09:00:00+00:00,synthetic-0055,owner:5,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,waste_litter,P3,0.95,escalate,0,1,create_draft_work_order,1,,,synthetic_operational,reviewed,escalate
871958cb-a828-5aaf-93fe-fbbdb2f0a4ab,b31c4263-be24-57b3-8537-97a94e3e70b2,D6,20251211,2025-12-11T09:00:00+00:00,synthetic-0056,owner:1,9161f77954b7ae4d7a0cd406876e458f0d2573b334e95178e3121769da74236d,e696d4fbf92346a6a7f25ce9abc17a7f431cd32976a57e13df7c83e9f986da78,local,roads_footpaths,P2,0.82,escalate,0,0,create_draft_work_order,1,,,synthetic_operational,reviewed,escalate
